name,rating,number_of_photos,message,name_clean,name_length,rating_clean,rating_length,number_of_photos_clean,number_of_photos_length,message_clean,message_length
Diva Lima,,,7 anos atrás Maravilhosa!  /,diva lima,9,nan,3,nan,3,7 anos atrás maravilhosa! /,27
Reinaldo MotoX,,,8 anos atrás Qualidade  /,reinaldo motox,14,nan,3,nan,3,8 anos atrás qualidade /,24
José Oliveira (Jota),,2.0,5 anos atrás Atendentes atenciosos!!,josé oliveira (jota),20,nan,3,2.0,3,5 anos atrás atendentes atenciosos!!,36
Altieres Lima da Silva,,,8 anos atrás Muito caro  /,altieres lima da silva,22,nan,3,nan,3,8 anos atrás muito caro /,25
María Inês Francoh,,,8 anos atrás Gosto muito  /,maría inês francoh,18,nan,3,nan,3,8 anos atrás gosto muito /,26
Victor Hugo Carneiro,,13.0,8 anos atrás Atendimento excelente  /,victor hugo carneiro,20,nan,3,13.0,4,8 anos atrás atendimento excelente /,36
sergio domingues,,2.0,4 anos atrás Bons produtos  /,sergio domingues,16,nan,3,2.0,3,4 anos atrás bons produtos /,28
mota kotler,,140.0,7 anos atrás Bons doces  /,mota kotler,11,nan,3,140.0,5,7 anos atrás bons doces /,25
Michele Montone,,46.0,4 anos atrás Lugar calmo.  /,michele montone,15,nan,3,46.0,4,4 anos atrás lugar calmo. /,27
Fernando Gelbcke,,830.0,6 anos atrás Excelente!!  /,fernando gelbcke,16,nan,3,830.0,5,6 anos atrás excelente!! /,26
Paulo Aguiar,,42.0,7 anos atrás Ótimo atendimento  /,paulo aguiar,12,nan,3,42.0,4,7 anos atrás ótimo atendimento /,32
Gil s,,47.0,5 anos atrás Bons produtos,gil s,5,nan,3,47.0,4,5 anos atrás bons produtos,26
Sérgio Vischi,,146.0,8 anos atrás Ótimo atendimento  /,sérgio vischi,13,nan,3,146.0,5,8 anos atrás ótimo atendimento /,32
Gisele Miranda,,8.0,5 anos atrás Lugar incrívellll,gisele miranda,14,nan,3,8.0,3,5 anos atrás lugar incrívellll,30
Henrique Mancuzo,,6.0,5 anos atrás Oha que lugar hein  /,henrique mancuzo,16,nan,3,6.0,3,5 anos atrás oha que lugar hein /,33
Vivian Z,,89.0,4 anos atrás Comida deliciosa.  /,vivian z,8,nan,3,89.0,4,4 anos atrás comida deliciosa. /,32
Edison Carmagnani,,,2 anos atrás Excelente.  /,edison carmagnani,17,nan,3,nan,3,2 anos atrás excelente. /,25
Bruna Campos,,,8 anos atrás Tudo de bom  /,bruna campos,12,nan,3,nan,3,8 anos atrás tudo de bom /,26
Josefina Savio,,,6 anos atrás Boa  /,josefina savio,14,nan,3,nan,3,6 anos atrás boa /,18
Alfredo Silva,,,·1 foto 7 anos atrás Caro  /,alfredo silva,13,nan,3,nan,3,·1 foto 7 anos atrás caro /,27
Eduardo Gomes,,55.0,7 anos atrás Muito legal  /,eduardo gomes,13,nan,3,55.0,4,7 anos atrás muito legal /,26
Marta Lira,,,·1 foto 8 anos atrás Maravilhosa.....  /,marta lira,10,nan,3,nan,3,·1 foto 8 anos atrás maravilhosa..... /,39
Dulce Ignes,,,·1 foto 2 anos atrás Amooooo!!!!!  /,dulce ignes,11,nan,3,nan,3,·1 foto 2 anos atrás amooooo!!!!! /,35
Mario Machado,,63.0,7 anos atrás Bom lugar.  /,mario machado,13,nan,3,63.0,4,7 anos atrás bom lugar. /,25
Alexandre Da Cunha Miranda,,5.0,8 anos atrás Atendimento péssimo  /,alexandre da cunha miranda,26,nan,3,5.0,3,8 anos atrás atendimento péssimo /,34
Renato Corrêa,,,7 anos atrás Ótimo lugar  /,renato corrêa,13,nan,3,nan,3,7 anos atrás ótimo lugar /,26
Ricardo Dutra R Pereira,,5.0,7 anos atrás Caro  /,ricardo dutra r pereira,23,nan,3,5.0,3,7 anos atrás caro /,19
Damiao Lau,,,2 anos atrás Lugares chique  /,damiao lau,10,nan,3,nan,3,2 anos atrás lugares chique /,29
Alex Mendes,,4.0,5 anos atrás É especial,alex mendes,11,nan,3,4.0,3,5 anos atrás é especial,23
Jacy Muniz,,,·1 foto 7 anos atrás Hummm demais  /,jacy muniz,10,nan,3,nan,3,·1 foto 7 anos atrás hummm demais /,35
Elena Marra,,,4 anos atrás Atendimento maravilhoso,elena marra,11,nan,3,nan,3,4 anos atrás atendimento maravilhoso,36
Vittorio Casiraghi,,2.0,7 anos atrás Boa e cara  /,vittorio casiraghi,18,nan,3,2.0,3,7 anos atrás boa e cara /,25
Tadeu Antonio Salles,,,8 anos atrás Boa comida  /,tadeu antonio salles,20,nan,3,nan,3,8 anos atrás boa comida /,25
JOSE CHEHEBAR,,161.0,7 anos atrás Péssimo atendimento  /,jose chehebar,13,nan,3,161.0,5,7 anos atrás péssimo atendimento /,34
Roberto Wagner,,11.0,Editado 7 anos atrás Vale a visita  /,roberto wagner,14,nan,3,11.0,4,editado 7 anos atrás vale a visita /,36
Claudio Bettini,,,7 anos atrás Vale a visita  /,claudio bettini,15,nan,3,nan,3,7 anos atrás vale a visita /,28
Walkiria Ugolini,,2.0,5 anos atrás Maravilhosos!,walkiria ugolini,16,nan,3,2.0,3,5 anos atrás maravilhosos!,26
E C,,172.0,6 anos atrás Excelente ....  /,e c,3,nan,3,172.0,5,6 anos atrás excelente .... /,29
Luiz Antonio Marchese Arrivabene,,236.0,Editado 8 anos atrás Doces tentadores  /,luiz antonio marchese arrivabene,32,nan,3,236.0,5,editado 8 anos atrás doces tentadores /,39
Francisca Castellani,,,·1 foto 7 anos atrás Chocolate 10  /,francisca castellani,20,nan,3,nan,3,·1 foto 7 anos atrás chocolate 10 /,35
Rosangela DV,,36.0,8 anos atrás Ofner é sempre Ofner  /,rosangela dv,12,nan,3,36.0,4,8 anos atrás ofner é sempre ofner /,35
Rodrigo Ribeiro,,213.0,4 anos atrás Nada de mais  /,rodrigo ribeiro,15,nan,3,213.0,5,4 anos atrás nada de mais /,27
Edson Santos,,204.0,7 anos atrás Fantástica.  /,edson santos,12,nan,3,204.0,5,7 anos atrás fantástica. /,26
lele Alexandre,,8.0,Editado 8 anos atrás Nada a declara  /,lele alexandre,14,nan,3,8.0,3,editado 8 anos atrás nada a declara /,37
Suely Kawabata,,,5 anos atrás Maravilhoso  /,suely kawabata,14,nan,3,nan,3,5 anos atrás maravilhoso /,26
Magno Amaral,,1499.0,6 anos atrás Espetáculo!  /,magno amaral,12,nan,3,1499.0,6,6 anos atrás espetáculo! /,26
lucia oliveira,,,6 anos atrás Maravilhosa  /,lucia oliveira,14,nan,3,nan,3,6 anos atrás maravilhosa /,26
Eduardo Prado,,9.0,5 anos atrás É a Ofner...  /,eduardo prado,13,nan,3,9.0,3,5 anos atrás é a ofner... /,27
Alexandre Jun Zerbini Ueda,,,·1 foto 7 anos atrás Poderosíssimo  /,alexandre jun zerbini ueda,26,nan,3,nan,3,·1 foto 7 anos atrás poderosíssimo /,36
Oscimar Sofia,,45.0,5 anos atrás Com amigos  /,oscimar sofia,13,nan,3,45.0,4,5 anos atrás com amigos /,25
Lenir De Miranda,,24.0,6 anos atrás Fantástica  /,lenir de miranda,16,nan,3,24.0,4,6 anos atrás fantástica /,25
Ederson Machado,,4.0,5 anos atrás Fantástica  /,ederson machado,15,nan,3,4.0,3,5 anos atrás fantástica /,25
Edson Santiago,,,·1 foto 4 anos atrás Aconchegante  /,edson santiago,14,nan,3,nan,3,·1 foto 4 anos atrás aconchegante /,35
Agenor Santos,,,·1 foto 5 anos atrás Aconchegante  /,agenor santos,13,nan,3,nan,3,·1 foto 5 anos atrás aconchegante /,35
Lochdochart,,2.0,"7 anos atrás Muitos Ofners em áreas nobres da cidade. Agradável e limpo, mas os preços são exorbitantes. Comprei um bolo de aniversário de última hora esperando pagar cerca de 70 reais. O preço - 130 - me surpreendeu e estragou a festa. Certamente não valia esse preço. Doces e bolos ainda mais modestos são absurdamente caros. Traduzido pelo Google·Mostrar original (inglês)  /",lochdochart,11,nan,3,2.0,3,"7 anos atrás muitos ofners em áreas nobres da cidade. agradável e limpo, mas os preços são exorbitantes. comprei um bolo de aniversário de última hora esperando pagar cerca de 70 reais. o preço - 130 - me surpreendeu e estragou a festa. certamente não valia esse preço. doces e bolos ainda mais modestos são absurdamente caros. traduzido pelo google·mostrar original (inglês) /",377
Jeff Green,,94.0,"4 anos atrás Bom atendimento, produtos acima da média. Preço um pouco acima do mercado. Traduzido pelo Google·Mostrar original (inglês) 🙏2  /",jeff green,10,nan,3,94.0,4,"4 anos atrás bom atendimento, produtos acima da média. preço um pouco acima do mercado. traduzido pelo google·mostrar original (inglês) 🙏2 /",140
Pedro DAndrea,,7.0,"8 anos atrás Doces deliciosos, mas uma experiência incrível requer dinheiro Traduzido pelo Google·Mostrar original (inglês)  /",pedro dandrea,13,nan,3,7.0,3,"8 anos atrás doces deliciosos, mas uma experiência incrível requer dinheiro traduzido pelo google·mostrar original (inglês) /",125
Viviane Sbrana,,20.0,4 meses atrás  /,viviane sbrana,14,nan,3,20.0,4,4 meses atrás /,15
Bruno Lima,,59.0,"7 anos atrás A comida é boa, mas o preço... Traduzido pelo Google·Mostrar original (inglês)  /",bruno lima,10,nan,3,59.0,4,"7 anos atrás a comida é boa, mas o preço... traduzido pelo google·mostrar original (inglês) /",93
Matheus Santos,,4.0,Editado 7 anos atrás  /,matheus santos,14,nan,3,4.0,3,editado 7 anos atrás /,22
Daniel Barna,,8.0,8 anos atrás É bom sentar perto da calçada e tomar um café Traduzido pelo Google·Mostrar original (inglês)  /,daniel barna,12,nan,3,8.0,3,8 anos atrás é bom sentar perto da calçada e tomar um café traduzido pelo google·mostrar original (inglês) /,108
Marcos Salomão,,16.0,"7 anos atrás Lugar muito agradável, mas muito caro. Traduzido pelo Google·Mostrar original (inglês)  /",marcos salomão,14,nan,3,16.0,4,"7 anos atrás lugar muito agradável, mas muito caro. traduzido pelo google·mostrar original (inglês) /",101
Michael Howard (michaelhoward),,38.0,um ano atrás Ótimo! Traduzido pelo Google·Mostrar original (inglês)  /,michael howard (michaelhoward),30,nan,3,38.0,4,um ano atrás ótimo! traduzido pelo google·mostrar original (inglês) /,69
Filipe Franco,,97.0,9 anos atrás Caro... Relâmpago é bom. Traduzido pelo Google·Mostrar original (francês)  /,filipe franco,13,nan,3,97.0,4,9 anos atrás caro... relâmpago é bom. traduzido pelo google·mostrar original (francês) /,88
David Rotenberg,,234.0,"6 anos atrás Caro, mas ótimo café. Traduzido pelo Google·Mostrar original (inglês)  /",david rotenberg,15,nan,3,234.0,5,"6 anos atrás caro, mas ótimo café. traduzido pelo google·mostrar original (inglês) /",84
Luis Ernesto Robles (LuE),,77.0,"8 anos atrás Padaria, confortável com Wifi Traduzido pelo Google·Mostrar original (espanhol)  /",luis ernesto robles (lue),25,nan,3,77.0,4,"8 anos atrás padaria, confortável com wifi traduzido pelo google·mostrar original (espanhol) /",94
Joyse Medeiros,,,"10 anos atrás Este lugar é legal."" Traduzido pelo Google·Mostrar original (espanhol)  /",joyse medeiros,14,nan,3,nan,3,"10 anos atrás este lugar é legal."" traduzido pelo google·mostrar original (espanhol) /",86
Christian Benseler,,122.0,4 anos atrás  /,christian benseler,18,nan,3,122.0,5,4 anos atrás /,14
Conrado GF,,308.0,8 anos atrás Chocolate... mmmmmm. Traduzido pelo Google·Mostrar original (inglês)  /,conrado gf,10,nan,3,308.0,5,8 anos atrás chocolate... mmmmmm. traduzido pelo google·mostrar original (inglês) /,83
Neide Alves,,,5 anos atrás Principal Traduzido pelo Google·Mostrar original (inglês)  /,neide alves,11,nan,3,nan,3,5 anos atrás principal traduzido pelo google·mostrar original (inglês) /,72
cesar lima alves (sezar),,55.0,4 anos atrás Principal Traduzido pelo Google·Mostrar original (inglês)  /,cesar lima alves (sezar),24,nan,3,55.0,4,4 anos atrás principal traduzido pelo google·mostrar original (inglês) /,72
Luiz Cypriano,,343.0,8 anos atrás EXCELENTE CHOCOLATE  /,luiz cypriano,13,nan,3,343.0,5,8 anos atrás excelente chocolate /,34
Renato Grandini,,2.0,5 anos atrás Bom Traduzido pelo Google·Mostrar original (inglês)  /,renato grandini,15,nan,3,2.0,3,5 anos atrás bom traduzido pelo google·mostrar original (inglês) /,66
Soter Padua,,73.0,8 anos atrás Querido Traduzido pelo Google·Mostrar original (italiano)  /,soter padua,11,nan,3,73.0,4,8 anos atrás querido traduzido pelo google·mostrar original (italiano) /,72
jeff green,,363.0,4 anos atrás Bom serviço. Traduzido pelo Google·Mostrar original (inglês) 🙏1  /,jeff green,10,nan,3,363.0,5,4 anos atrás bom serviço. traduzido pelo google·mostrar original (inglês) 🙏1 /,78
Claudio Fernando Smolarsky,5.0/5,38.0,"8 meses atrás Refeição no local  /  Outro  /  R$ 40–60 Comida: 5/5  /  Serviço: 5/5  /  Ambiente: 5/5 Pratos recomendados Tortinha de Morango, Coxa Creme, Quiche, Empada de Palmito, Bolo de Gianduia, Mil Folhas Com Café Expresso e Croissant Chocolate Gelado  /",claudio fernando smolarsky,26,5.0/5,5,38.0,4,"8 meses atrás refeição no local / outro / r$ 40–60 comida: 5/5 / serviço: 5/5 / ambiente: 5/5 pratos recomendados tortinha de morango, coxa creme, quiche, empada de palmito, bolo de gianduia, mil folhas com café expresso e croissant chocolate gelado /",251
maria funcia,5.0/5,,10 meses atrás Comida: 5/5  /  Serviço: 5/5  /  Ambiente: 5/5  /,maria funcia,12,5.0/5,5,nan,3,10 meses atrás comida: 5/5 / serviço: 5/5 / ambiente: 5/5 /,59
Silas Gubitoso,,15.0,8 anos atrás Às vezes Traduzido pelo Google·Mostrar original (inglês)  /,silas gubitoso,14,nan,3,15.0,4,8 anos atrás às vezes traduzido pelo google·mostrar original (inglês) /,71
Patrick Theys,5.0/5,111.0,Editado um ano atrás Comida: 5/5  /  Serviço: 5/5  /  Ambiente: 5/5  /,patrick theys,13,5.0/5,5,111.0,5,editado um ano atrás comida: 5/5 / serviço: 5/5 / ambiente: 5/5 /,65
Claudia Abbondanza,4.0/5,10.0,um ano atrás Refeição no local  /  Outro Comida: 4/5  /  Serviço: 4/5  /  Ambiente: 4/5  /,claudia abbondanza,18,4.0/5,5,10.0,4,um ano atrás refeição no local / outro comida: 4/5 / serviço: 4/5 / ambiente: 4/5 /,83
Kelly Priscilla Notari,5.0/5,,·1 foto um ano atrás Refeição no local Comida: 5/5  /  Serviço: 5/5  /  Ambiente: 5/5  /,kelly priscilla notari,22,5.0/5,5,nan,3,·1 foto um ano atrás refeição no local comida: 5/5 / serviço: 5/5 / ambiente: 5/5 /,83
ALDO CEFALONI,,696.0,4 anos atrás Queridíssimo Traduzido pelo Google·Mostrar original (latim)  /,aldo cefaloni,13,nan,3,696.0,5,4 anos atrás queridíssimo traduzido pelo google·mostrar original (latim) /,74
ana cristina flandoli romeiro,,,uma semana atrás NOVA  /,ana cristina flandoli romeiro,29,nan,3,nan,3,uma semana atrás nova /,23
jamile,,,2 semanas atrás NOVA  /,jamile,6,nan,3,nan,3,2 semanas atrás nova /,22
Leeh Perucci,,,3 meses atrás  /,leeh perucci,12,nan,3,nan,3,3 meses atrás /,15
Olga Aguilar Santana,,,·1 foto 11 meses atrás  /,olga aguilar santana,20,nan,3,nan,3,·1 foto 11 meses atrás /,24
Vicente Colombo,,,um ano atrás  /,vicente colombo,15,nan,3,nan,3,um ano atrás /,14
Julio Cesar Vieira Gomes,,,um ano atrás  /,julio cesar vieira gomes,24,nan,3,nan,3,um ano atrás /,14
Cha H.,,5.0,um ano atrás  /,cha h.,6,nan,3,5.0,3,um ano atrás /,14
Marco M F E - G 6 ZL,,4.0,um ano atrás  /  Davi Magalhães Almeida Local Guide 2 anos atrás  /,marco m f e - g 6 zl,20,nan,3,4.0,3,um ano atrás / davi magalhães almeida local guide 2 anos atrás /,64
andre padilla,,84.0,2 anos atrás  /,andre padilla,13,nan,3,84.0,4,2 anos atrás /,14
Angela Da Silva Santos,,19.0,2 anos atrás  /,angela da silva santos,22,nan,3,19.0,4,2 anos atrás /,14
Laura Gomes De Oliveira,,,·1 foto 2 anos atrás  /,laura gomes de oliveira,23,nan,3,nan,3,·1 foto 2 anos atrás /,22
Luiz Antonio Dias Batista,,168.0,2 anos atrás  /,luiz antonio dias batista,25,nan,3,168.0,5,2 anos atrás /,14
Vera Lucia Da Silva,,,2 anos atrás  /,vera lucia da silva,19,nan,3,nan,3,2 anos atrás /,14
LUIZ AUGUSTO FONSECA,,288.0,2 anos atrás  /,luiz augusto fonseca,20,nan,3,288.0,5,2 anos atrás /,14
Adriana Broisler Sucena,,33.0,2 anos atrás  /,adriana broisler sucena,23,nan,3,33.0,4,2 anos atrás /,14
Oriana Ortiz,,15.0,2 anos atrás  /,oriana ortiz,12,nan,3,15.0,4,2 anos atrás /,14
Tânia Forte Andreazza,,,3 anos atrás  /,tânia forte andreazza,21,nan,3,nan,3,3 anos atrás /,14
David de Mattos Merizio,,16.0,3 anos atrás  /,david de mattos merizio,23,nan,3,16.0,4,3 anos atrás /,14
Glaucia,,2.0,3 anos atrás  /,glaucia,7,nan,3,2.0,3,3 anos atrás /,14
Lucas Moucachen,,55.0,3 anos atrás  /,lucas moucachen,15,nan,3,55.0,4,3 anos atrás /,14
Gabriel Carlos Paiva,,3.0,3 anos atrás  /,gabriel carlos paiva,20,nan,3,3.0,3,3 anos atrás /,14
Henrique de Souza,,,4 anos atrás  /  Giuliana Santoro joia 4 anos atrás  /  SS D A D D Y 4 anos atrás  /,henrique de souza,17,nan,3,nan,3,4 anos atrás / giuliana santoro joia 4 anos atrás / ss d a d d y 4 anos atrás /,79
Cássia Castelhano,,,4 anos atrás  /,cássia castelhano,17,nan,3,nan,3,4 anos atrás /,14
Camilla Abduch,,,4 anos atrás  /,camilla abduch,14,nan,3,nan,3,4 anos atrás /,14
Altair Couto,,3.0,4 anos atrás  /,altair couto,12,nan,3,3.0,3,4 anos atrás /,14
Cristiano Pieroni,,7.0,4 anos atrás  /,cristiano pieroni,17,nan,3,7.0,3,4 anos atrás /,14
Janio Rodrigues,,,4 anos atrás  /  antonilton rodrigues torres 4 anos atrás  /,janio rodrigues,15,nan,3,nan,3,4 anos atrás / antonilton rodrigues torres 4 anos atrás /,57
marcio fernandes,,8.0,4 anos atrás  /,marcio fernandes,16,nan,3,8.0,3,4 anos atrás /,14
Arthur David Almeida,,241.0,4 anos atrás  /,arthur david almeida,20,nan,3,241.0,5,4 anos atrás /,14
Lazinho Monteiro Junior,,,4 anos atrás  /,lazinho monteiro junior,23,nan,3,nan,3,4 anos atrás /,14
Luiz Macedo,,250.0,4 anos atrás  /,luiz macedo,11,nan,3,250.0,5,4 anos atrás /,14
Ricardo Szabo,,,4 anos atrás  /  Douglas Isaias 4 anos atrás  /,ricardo szabo,13,nan,3,nan,3,4 anos atrás / douglas isaias 4 anos atrás /,44
franklin silva,,,4 anos atrás  /,franklin silva,14,nan,3,nan,3,4 anos atrás /,14
Simone Dulce,,109.0,4 anos atrás  /,simone dulce,12,nan,3,109.0,5,4 anos atrás /,14
Adhemar Barros Neto,,,4 anos atrás  /,adhemar barros neto,19,nan,3,nan,3,4 anos atrás /,14
Rosana Dias,,2.0,4 anos atrás  /,rosana dias,11,nan,3,2.0,3,4 anos atrás /,14
Maksuel Rener Vieira Ferreira,,,4 anos atrás  /,maksuel rener vieira ferreira,29,nan,3,nan,3,4 anos atrás /,14
Victoria Schreiner,,99.0,4 anos atrás  /,victoria schreiner,18,nan,3,99.0,4,4 anos atrás /,14
꧁༺LᎾBE༻꧂,,1621.0,4 anos atrás  /,꧁༺lꮎbe༻꧂,8,nan,3,1621.0,6,4 anos atrás /,14
M Marciano,,293.0,4 anos atrás  /,m marciano,10,nan,3,293.0,5,4 anos atrás /,14
MAURO DIAS,,,4 anos atrás  /,mauro dias,10,nan,3,nan,3,4 anos atrás /,14
Paulo Brito,,474.0,4 anos atrás  /,paulo brito,11,nan,3,474.0,5,4 anos atrás /,14
Benilson Lopes Carvalho,,,4 anos atrás  /,benilson lopes carvalho,23,nan,3,nan,3,4 anos atrás /,14
Pierre Primo Moraes,,2.0,4 anos atrás  /,pierre primo moraes,19,nan,3,2.0,3,4 anos atrás /,14
Doris Soarez,,,4 anos atrás  /,doris soarez,12,nan,3,nan,3,4 anos atrás /,14
Gabriel Sousa,,4.0,4 anos atrás  /,gabriel sousa,13,nan,3,4.0,3,4 anos atrás /,14
Marcelo Filho,,5.0,4 anos atrás  /,marcelo filho,13,nan,3,5.0,3,4 anos atrás /,14
Nemesio das Neves Cordeiro,,14.0,4 anos atrás  /,nemesio das neves cordeiro,26,nan,3,14.0,4,4 anos atrás /,14
Sandra Ferreira,,,4 anos atrás  /,sandra ferreira,15,nan,3,nan,3,4 anos atrás /,14
Vinicius Emidio Dantas,,,4 anos atrás  /  Lucca Bimbati 13 fotos 4 anos atrás  /,vinicius emidio dantas,22,nan,3,nan,3,4 anos atrás / lucca bimbati 13 fotos 4 anos atrás /,52
Adriano Di Martino,,11.0,4 anos atrás  /,adriano di martino,18,nan,3,11.0,4,4 anos atrás /,14
Sergio Hacham,,,·1 foto 4 anos atrás  /,sergio hacham,13,nan,3,nan,3,·1 foto 4 anos atrás /,22
Maria Beatriz Martins,,9.0,4 anos atrás  /,maria beatriz martins,21,nan,3,9.0,3,4 anos atrás /,14
Flavio P. Guimaraes,,185.0,4 anos atrás  /,flavio p. guimaraes,19,nan,3,185.0,5,4 anos atrás /,14
Maria Aparecida Vailati,,659.0,4 anos atrás  /,maria aparecida vailati,23,nan,3,659.0,5,4 anos atrás /,14
Alessandro Costa,,32.0,5 anos atrás  /,alessandro costa,16,nan,3,32.0,4,5 anos atrás /,14
Giuseppi Soares,,36.0,5 anos atrás  /,giuseppi soares,15,nan,3,36.0,4,5 anos atrás /,14
Paulo Roberto Martins Barreto Roberto,,3.0,5 anos atrás  /,paulo roberto martins barreto roberto,37,nan,3,3.0,3,5 anos atrás /,14
Vitoria Clemente,,34.0,5 anos atrás  /,vitoria clemente,16,nan,3,34.0,4,5 anos atrás /,14
Douglas Vieira,,10.0,5 anos atrás  /,douglas vieira,14,nan,3,10.0,4,5 anos atrás /,14
Eliane Paton,,,·1 foto 5 anos atrás  /,eliane paton,12,nan,3,nan,3,·1 foto 5 anos atrás /,22
Joselaine Cruz,,38.0,5 anos atrás  /,joselaine cruz,14,nan,3,38.0,4,5 anos atrás /,14
Claudio Geromel,,22.0,5 anos atrás  /,claudio geromel,15,nan,3,22.0,4,5 anos atrás /,14
ronycléo sousa,,33.0,5 anos atrás  /,ronycléo sousa,14,nan,3,33.0,4,5 anos atrás /,14
Fernanda Gabriela Geronimo Maistrello,,,5 anos atrás  /,fernanda gabriela geronimo maistrello,37,nan,3,nan,3,5 anos atrás /,14
Renata Arruda Camargo,,20.0,5 anos atrás  /,renata arruda camargo,21,nan,3,20.0,4,5 anos atrás /,14
Gabriela Mendes de Oliveira,,,·1 foto 5 anos atrás  /,gabriela mendes de oliveira,27,nan,3,nan,3,·1 foto 5 anos atrás /,22
R. KING,,491.0,5 anos atrás  /,r. king,7,nan,3,491.0,5,5 anos atrás /,14
